,Sector,2015 PRICE VAR [%],Class,Revenue,Revenue Growth,Gross Margin,Operating Income,Net Income,Net Profit Margin,returnOnEquity,returnOnAssets,PE ratio,Price to Sales Ratio,EV to Sales,Debt to Equity,Current ratio,Operating Cash Flow,Free Cash Flow,EPS Diluted Growth,Net Income Growth
DSPG,Technology,-7.9024431182117,0,143036000.0,-0.0531,0.3988,-443000.0,3602000.0,0.0252,0.0246,0.0865,67.9375,1.6424,1.414,0.0,2.225,10379000.0,9064000.0,0.3333,0.346
SIGM,Technology,-10.099569248482712,0,199000000.0,,0.5427135678392,-6000000.0,-11000000.0,-0.055276381909548,,,,,,,,21000000.0,-0.0,,
BCOV,Technology,-19.896640922387917,0,125017000.0,0.1376,0.6502,-15193000.0,-16893000.0,-0.1351,-0.2092,-1.1297,0.0,2.0084,1.8343,0.0144,1.104,1485000.0,-3067000.0,-0.4722,-0.6462
SYNC,Technology,-14.634144355823803,0,106579000.0,-0.0468,0.4564,-6829000.0,-12931000.0,-0.1213,-0.3044,-0.3123,0.0,0.5138,0.2974,0.0596,2.189,-3309000.0,-8291000.0,-8.4,-8.4594
CCIH,Technology,-11.587982393452473,0,223486115.5957,0.2288,0.3018,-2823538.9086,-1104455.9251,-0.0049,-0.0082,-0.0097,0.0,0.1571,,0.1354,0.1616,45267355.5053,-20676783.9845,0.7822,0.8043
KODK,Technology,-43.18078778771408,0,2046000000.0,,0.2248,34000000.0,-123000000.0,-0.0601,-0.444,-0.0834,0.0,0.4442,0.409,2.444,2.588,-128000000.0,-171000000.0,,
NEWR,Technology,-0.1096816950602025,0,63174000.0,1.1297,0.8294,-39436000.0,-40225000.0,-0.6367,0.6221,-1.426,0.0,16.5728,14.4001,0.0,1.413,-20713000.0,-36939000.0,-0.7315,-0.7845
VCRA,Technology,17.195004688669762,1,95421000.0,-0.069,0.6098,-28079000.0,-28297000.0,-0.2965,-0.2579,-0.2713,0.0,2.7896,1.5712,0.0,3.405,-4692000.0,-6714000.0,-1.6047,-1.704
QLYS,Technology,-11.310643434401165,0,133579000.0,0.2373,0.7832,9247000.0,30244000.0,0.2264,0.1992,0.3144,41.0326,9.4165,8.4641,0.0,1.716,41423000.0,27411000.0,19.25,18.6517
WIFI,Technology,-12.664908282447634,0,119297000.0,0.1176,0.2884,-18026000.0,-19521000.0,-0.1636,-0.1544,-0.2007,0.0,2.3201,2.2675,0.0331,0.745,21207000.0,-49738000.0,-4.0,-3.9196
FNJN,Technology,-54.90196087597793,0,4998000.0,0.0,0.8399,-9615000.0,-10479000.0,-2.0966,-0.5782,-0.6119,0.0,12.1244,8.622,0.0,7.624,-7361000.0,-7382000.0,-0.6786,-0.7258
PLT,Technology,-8.652383542948304,0,818607000.0,0.074,0.5212,140124000.0,112417000.0,0.1373,0.1609,0.1895,16.7736,2.3348,1.925,0.0,5.699,141491000.0,90506000.0,0.0402,0.0565
OMCL,Technology,-3.4782633934669405,0,440900000.0,0.1585,0.5304,49583000.0,30518000.0,0.0692,0.0782,0.1473,38.5116,2.6746,2.3891,0.0,2.523,65163000.0,42888000.0,0.2388,0.2727
XSPA,Technology,-52.49999853280874,0,1425000.0,0.2955,-16.8021,-111196000.0,-109677000.0,-76.9663,-3.5175,-7.9086,0.0,35.9624,24.7182,0.0,3.931,-28382000.0,-28628000.0,-0.9619,-1.0918
NICE,Technology,15.416191581697,1,871995000.0,0.0614,0.6519,106294000.0,103075000.0,0.1182,0.0849,0.7,29.1092,3.4907,,0.0,1.283,182269000.0,164639000.0,0.8989,0.8648
CAMP,Technology,8.610353628665736,1,235903000.0,0.3064,0.3388,18343000.0,44626000.0,0.2471,0.3796,0.5537,94.2353,4.8352,4.7255,0.0399,3.688,22816000.0,14745000.0,-0.7785,-0.7355
ZIXI,Technology,43.098591322275496,1,50347000.0,0.0459,0.8347,6750000.0,4103000.0,0.0815,0.0729,0.6172,51.4286,4.0628,3.6321,0.0,1.09,13317000.0,9915000.0,-0.5882,-0.6075
AOSL,Technology,3.9592694768557055,1,318121000.0,-0.0572,0.1857,108000.0,-3104000.0,-0.0098,0.1814,0.2089,4.2623,1.0112,0.6301,0.0247,2.806,29787000.0,15809000.0,17.1818,39.1476
SILC,Technology,-7.24091571959586,0,75622000.0,0.0317,0.4071,17046000.0,14605000.0,0.1931,0.145,0.218,17.3094,3.3225,,0.0,4.395,20684000.0,18726000.0,-0.1532,-0.1448
QTWO,Technology,39.59767967850724,1,79129000.0,0.3914,0.418,-19071000.0,-19634000.0,-0.2481,-0.2487,-0.2166,0.0,8.1472,7.0201,0.0073,3.2260000000000004,-5286000.0,-10322000.0,0.5563,-0.0984
CALX,Technology,-21.37862431959007,0,401227000.0,0.0486,0.4431,-20384000.0,-20814000.0,-0.0519,-0.0764,-0.1371,0.0,1.2767,0.9976,0.0,2.738,38075000.0,26114000.0,-0.1714,-0.2056
PLAB,Technology,52.38677714814264,1,455527000.0,0.079,0.2203,28795000.0,25996000.0,0.0571,0.0414,0.0348,21.2857,1.2122,1.1008,0.2264,2.419,96361000.0,5276000.0,0.4138,0.447
AGYS,Technology,-19.43548323832737,0,101261000.0,0.0772,0.6324,-6188000.0,17097000.0,0.1688,0.1287,0.182,17.4026,2.9749,1.995,0.0025,2.697,73000.0,-16150000.0,13.8333,14.1718
SYKE,Technology,31.820129266773527,1,1327523000.0,0.0507,0.3279999999999999,79555000.0,57791000.0,0.0435,0.0878,0.1174,17.2574,0.7653,0.6598,0.1139,3.277,94264000.0,53220000.0,0.5517,0.551
FENG,Technology,-28.333331407487268,0,264426864.7078,0.126,0.5228,38365676.4611,42475137.2296,0.1606,0.1533,0.0286,14.6226,3.0437,,0.0,0.5626,44151436.8744,38438327.4136,-0.0642,-0.0783
INTT,Technology,0.7142907421607401,1,41796000.0,0.0601,0.4896,4916000.0,3439000.0,0.0823,0.1001,0.1153,12.8788,1.0741,0.5208,0.0,7.536,5129000.0,4306000.0,0.1,0.1176
NSIT,Technology,0.2794475221751176,1,5316229000.0,0.0334,0.134,131003000.0,75684000.0,0.0142,0.1049,0.113,14.0707,0.1995,0.1805,0.0878,1.497,110319000.0,102808000.0,0.1159,0.0657
SEAC,Technology,7.496009435748018,1,146319000.0,-0.0691,0.5413,1020000.0,-3030000.0,-0.0207,-0.0148,-0.021,0.0,2.6845,1.8556,0.0,3.927,7364000.0,5049000.0,0.8475,0.8419
RVLT,Technology,-42.446041585964544,0,76840000.0,1.9486,0.3152,-10900000.0,-5180000.0,-0.0674,-0.067,-0.259,0.0,1.4663,1.5432,0.1544,1.675,-14303000.0,-14788000.0,0.4654,0.3725
INAP,Technology,-20.09987624855729,0,334959000.0,0.1822,0.4574,-14339000.0,-39494000.0,-0.1179,-0.2627,-0.1192,0.0,1.2924,2.3044,2.3883,0.83,53248000.0,-24115000.0,-0.9744,-0.9916
LFUS,Technology,13.155746411350744,1,851995000.0,0.1242,0.3808,133830000.0,98100000.0,0.1151,0.1348,0.193,22.777,2.6153,2.4901,0.2683,2.71,153141000.0,120985000.0,0.0964,0.1049
CYBR,Technology,16.100818285899976,1,102999000.0,0.5569,0.8572,20454000.0,9954000.0,0.0966,0.0642,0.0626,86.1957,11.3871,,0.0,4.762,23195000.0,21787000.0,1.4286,0.5002
MPWR,Technology,32.978360830485514,1,282535000.0,0.1867,0.5402,35300000.0,35495000.0,0.1256,0.1025,0.1063,54.0652,6.821000000000001,5.9761,0.0,8.353,74133000.0,64622000.0,0.5085,0.5501
ITRN,Technology,-9.547292084426662,0,182127000.0,0.0703,0.5333,46726000.0,30429000.0,0.1671,0.3355,0.3426,15.2,2.8409,,0.0,2.229,37731000.0,23244000.0,0.2832,0.2806
DQ,Technology,-34.62897500040251,0,182571852.0,0.675,0.237,32034956.0,16649176.0,0.0912,0.0805,0.0584,13.17,25.0208,,1.3836,0.308,45619729.0,-31409026.0,1.1951,1.2347
TYL,Technology,61.63190522997302,1,493101000.0,0.1835,0.4733,94822000.0,58940000.0,0.1195,0.1749,0.3465,61.1397,7.3316,6.9135,0.0,1.4480000000000002,142839000.0,133496000.0,0.469,0.5074
SLP,Technology,50.7398025071177,1,11460880.0,0.138,0.8579,4439372.0,3025491.0,0.264,0.196,0.2955,35.1053,9.5112,8.7595,0.0,8.289,5306154.0,1412591.0,0.0,0.0481
DAKT,Technology,-25.121925788112765,0,551970000.0,0.0649,0.2567,36557000.0,22206000.0,0.0402,0.1093,0.1079,24.8269,1.0086,0.8867,0.0181,2.051,36199000.0,22918000.0,-0.0377,-0.0252
ARC,Technology,-55.7557539783685,0,423756000.0,0.0407,0.3405,29842000.0,7275000.0,0.0172,0.0708,0.0907,63.875,1.1269,1.5546,1.9838,1.226,50012000.0,36743000.0,1.4545,1.4748
GIB,Technology,5.620045297263544,1,9408326164.8746,-0.0381,1.0,1113405017.9211,770110215.0538,0.0819,0.1723,1.4651,13.5568,0.9984,,0.5372,0.9247,1052719534.0502,832715949.8208,0.7258,0.7419
FLDM,Technology,-67.83695262329951,0,116456000.0,0.636,0.6321,-51836000.0,-52830000.0,-0.4536,-0.3512,-0.3763,0.0,8.1834,8.8717,1.2994,5.305,-22623000.0,-30026000.0,-1.9231,-2.1968
TECD,Technology,6.720251509979208,1,26821904000.0,0.0577,0.0508,227513000.0,179932000.0,0.0067,0.0857,0.0933,11.3996,0.0759,0.0695,0.1895,1.401,379148000.0,363550000.0,0.0467,0.0209
CYOU,Technology,-7.971816921651106,0,755266000.0,0.0236,0.7327,-41749000.0,-3381000.0,-0.0045,-0.0038,-0.0042,0.0,3.8281,,0.4155,3.256,50316000.0,26075000.0,-1.0119,-1.0126
IPGP,Technology,20.519058686624238,1,769832000.0,0.188,0.5411,277140000.0,200445000.0,0.2604,0.1915,0.1915,19.4597,5.0784,4.4464,0.034,7.322,180105000.0,91938000.0,0.2761,0.2867
NTGR,Technology,17.85714810671927,1,1393515000.0,0.0174,0.2855,28053000.0,8788000.0,0.0063,0.0122,0.016,88.288,0.5478,0.3633,0.0,2.7060000000000004,108964000.0,89626000.0,-0.831,-0.8408
RDWR,Technology,-29.53605957726426,0,221892000.0,0.1497,0.8209,25079000.0,24950000.0,0.1124,0.0748,0.2583,40.0364,4.4392,,0.0,2.002,52177000.0,42695000.0,0.359,0.3819
OSIS,Technology,25.79455085026935,1,906742000.0,0.1305,0.3364,81295000.0,47894000.0,0.0528,0.09,0.0914,27.8125,1.4680000000000002,1.4663,0.07,1.871,129170000.0,74572000.0,0.0837,0.0852
TDY,Technology,-13.175417219429324,0,2394000000.0,0.0237,0.3788,294500000.0,217700000.0,0.0909,0.1525,0.2945,17.8313,1.5983,1.8337,0.494,1.747,287900000.0,244400000.0,0.1835,0.1768
MNDO,Technology,-30.66603713939976,0,25020000.0,0.3539,0.6023,7457000.0,5483000.0,0.2191,0.2447,0.3512,13.5517,2.9663,,0.0,3.452,3841000.0,3640000.0,1.4167,1.5094
MEI,Technology,-11.300654040728372,0,772800000.0,0.4867,0.2028,73600000.0,96100000.0,0.1244,0.2452,0.2642,11.419,1.4678,1.3792,0.1225,3.205,72400000.0,43400000.0,1.3241,1.3612
WATT,Technology,-30.49209342823705,0,0.0,0.0,0.0,-20374709.0,-45603110.0,0.0,-1.456,-1.4711,0.0,0.0,0.0,0.0,12.754,-15606423.0,-17226117.0,-1.7251,-7.2598
GLOB,Technology,141.99998917118194,1,199605000.0,0.2607,0.3903,22129000.0,25263000.0,0.1266,0.1982,0.2432,19.284,2.6297,,0.0203,3.661,25255000.0,13864000.0,0.6458,0.8348
EMKR,Technology,16.098482956721426,1,55514000.0,-0.0895,0.2182,-20331000.0,4852000.0,0.0874,0.0432,0.1173,35.5625,3.1477,3.2260000000000004,0.236,1.4240000000000002,1001000.0,-1900000.0,-0.1579,-0.0273
MTBC,Technology,-56.20437797419563,0,18303264.0,0.7477,0.4189,-5852511.0,-4509250.0,-0.2464,-0.3149,2.1319,0.0,1.4062,1.4762,0.1627,0.563,-2700189.0,-3816380.0,-20.3333,-24.3334
NEON,Technology,-27.507168679347487,0,4740000.0,0.2752,0.6816,-14207000.0,-14234000.0,-3.003,-4.3529,-3.9137,0.0,28.8479,27.6452,0.1309,1.601,-11824000.0,-11932000.0,0.027,-0.0882
CRNT,Technology,18.62745693856514,1,371112000.0,0.0258,0.2275,-32032000.0,-76479000.0,-0.2061,-0.7315,-0.6327,0.0,0.1428,,0.4869,1.4269999999999998,-32279000.0,-44970000.0,0.0081,-0.6108
INSG,Technology,-48.929664623071886,0,185245000.0,-0.4471,0.2,-35573000.0,-39229000.0,-0.2118,-1.2843,-1.1313,0.0,0.7759,0.7074,0.1689,1.504,-16267000.0,-18020000.0,0.1797,0.0861
CPSI,Technology,-12.957559414210056,0,204742000.0,0.0193,0.5565,49587000.0,32920000.0,0.1608,0.4075,0.4095,20.6633,3.3258,3.1574,0.0,4.489,38950000.0,37477000.0,-0.0034,0.0054
FARO,Technology,-52.01560429436193,0,341826000.0,0.1715,0.5515,37340000.0,33649000.0,0.0984,0.0979,0.1179,32.1436,3.1676,2.6578,0.0,4.813,5658000.0,-14285000.0,0.544,0.5644
CMTL,Technology,-33.719605974108205,0,347150000.0,0.0855,0.4362,43898000.0,25151000.0,0.0724,0.0634,0.1034,21.3924,1.5611,1.1161,0.0,4.394,34588000.0,29651000.0,0.4124,0.4123
CCMP,Technology,-6.492951256004707,0,424666000.0,-0.0195,0.4782,71808000.0,50751000.0,0.1195,0.1364,0.1072,19.5519,2.3209,2.0588,0.4645,7.718999999999999,67478000.0,55129000.0,-0.0685,-0.0347
AVX,Technology,-9.735990046262009,0,1442604000.0,0.0199,0.1933,159164000.0,127037000.0,0.0881,0.062,0.0689,17.5733,1.5368,0.9307,0.0,10.922,-70637000.0,-96647000.0,2.9737,2.9753
PDFS,Technology,-26.00682297031085,0,100163000.0,-0.0127,0.6035,27840000.0,18462000.0,0.1843,0.1141,0.1184,24.7667,4.5954,3.4426,0.0,12.869000000000002,28666000.0,24993000.0,-0.1343,-0.1179
MVIS,Technology,45.918359154713706,1,3485000.0,-0.4045,0.7004,-13168000.0,-18120000.0,-5.1994,-2.6368,-3.0536,0.0,22.1921,19.6716,0.0,2.099,-12952000.0,-13125000.0,0.0638,-0.375
MARK,Technology,3.8076165518116567,1,1838000.0,-0.1025,0.9597,-17860000.0,-18210000.0,-9.9075,-3.5168,9.1554,0.0,31.1106,35.498000000000005,1.8519,0.402,-6948000.0,-8264000.0,-0.7,-1.6145
CRCM,Technology,-8.789809752905411,0,110712000.0,0.3586,0.7881,-34455000.0,-80292000.0,-0.7252,-0.6802,-1.6019,0.0,2.3492,1.6999,0.0,2.0380000000000003,-24284000.0,-27322000.0,0.7069,-1.832
APPF,Technology,3.693185089356168,1,47671000.0,0.7961,0.5269,-8559000.0,-8621000.0,-0.1808,0.1675,2.7828,0.0,7.5313,6.5337,0.0,0.5770000000000001,475000.0,-5970000.0,-0.1264,-0.1802
KE,Technology,-3.34212944824698,0,741530000.0,0.0546,0.0823,29930000.0,24613000.0,0.0332,0.0975,0.1014,0.0238,0.0008,-0.0346,0.0,1.989,39306000.0,18524000.0,0.1351,0.1437
ASYS,Technology,-39.04576485048207,0,56501000.0,0.6237,0.2058,-13089000.0,-13047000.0,-0.2309,-0.2366,-0.3103,0.0,1.8644,1.3379,0.0,1.974,-11081000.0,-11543000.0,0.3649,0.3499
VICR,Technology,-22.907861839596663,0,225731000.0,0.1334,0.4302,-14763000.0,-13887000.0,-0.0615,-0.1087,-0.1087,0.0,2.0671,1.8214,0.0,4.9,2191000.0,-4915000.0,0.4,0.4126
CW,Technology,-1.475243070522185,0,2243126000.0,0.059,0.3462,282373000.0,113338000.0,0.0505,0.0767,0.0777,29.911,1.5113,1.7361,0.6455,2.747,331766000.0,265245000.0,-0.1979,-0.1786
UEIC,Technology,-19.400409336003165,0,562329000.0,0.0623,0.2968,41280000.0,32534000.0,0.0579,0.1031,0.1253,31.568,1.8267,1.6266,0.0,2.346,63473000.0,46907000.0,0.3673,0.4168
AUTO,Technology,105.09090423583984,1,106278000.0,0.3563,0.3934,6142000.0,3411000.0,0.0321,0.0493,0.1493,28.6842,0.926,0.9002,0.2599,1.857,7890000.0,6766000.0,-0.9114,-0.9106
IDN,Technology,-60.431653411422566,0,6613056.0,-0.0939,0.5821,-7645169.0,-7644230.0,-1.1559,-0.5814,-3.4323,0.0,2.2001,1.7516,0.0,1.894,-2373886.0,-2505359.0,-1.2714,-2.1532
LYTS,Technology,88.51597931996275,1,299463000.0,0.0665,0.2181,2318000.0,930000.0,0.0031,0.0067,0.0077,199.5,0.6426,0.6125,0.0,3.622,11559000.0,6569000.0,5.0,8.561
EMAN,Technology,-41.666669978035685,0,25715000.0,-0.0813,0.2872,-5251000.0,-5257000.0,-0.2044,-0.2495,-0.2541,0.0,2.2576,2.0227,0.0,3.781,-4686000.0,-6157000.0,0.6333,0.6263
ABIL,Technology,0.0,1,21444000.0,2.6327,0.3486,3943000.0,3122000.0,0.1456,1.8099,1.7116,7.6154,0.4889,,0.0,1.089,12887000.0,12769000.0,14.0,12.15
CYBE,Technology,-17.83029268990743,0,46483000.0,0.3956,0.4558,-1477000.0,-1487000.0,-0.032,-0.0397,-0.0573,0.0,1.3719,1.147,0.0,3.769,827000.0,-424000.0,0.7473,0.7589
ITI,Technology,25.730996924260968,1,68228000.0,0.1061,0.3807,2049000.0,1409000.0,0.0207,0.0245,0.0434,49.5,0.9511,0.6519,0.0,3.393,3274000.0,2521000.0,-0.4286,-0.4077
MRIN,Technology,-58.17756970671904,0,99354000.0,0.2851,0.6415,-33984000.0,-33171000.0,-0.3339,-0.3126,-0.3788,0.0,2.9779,2.3232,0.0302,4.49,-24390000.0,-32853000.0,0.2868,0.0748
NLST,Technology,15.789474509759636,1,19195000.0,-0.1672,0.2065,-13805000.0,-15381000.0,-0.8013,-3.2594,-1.8531,0.0,1.5775,1.2526,1.1661,2.049,-6401000.0,-6539000.0,-0.0857,-0.4287
QUIK,Technology,-65.44342482163081,0,27845000.0,0.068,0.3968,-12800000.0,-13079000.0,-0.4697,-0.3677,-0.3572,0.0,6.3392,5.3109,0.0398,8.757,-10754000.0,-11798000.0,0.1481,-0.0654
RST,Technology,-32.424239242408795,0,261853000.0,-0.0105,0.7974,-78850000.0,-73706000.0,-0.2815,-1.1617,-11.793,0.0,0.7949,0.5618,0.0591,0.8959999999999999,6673000.0,-3063000.0,-3.6267,-3.5684
PKE,Technology,-33.268942742150145,0,165764000.0,-0.0604,0.2902,22386000.0,-42329000.0,-0.2554,-0.2111,-0.1337,0.0,3.5908,2.4364,0.5186,12.838,30382000.0,29365000.0,-3.5062,-3.4957
SCON,Technology,-92.5,0,632000.0,-0.6304,-1.4652,-12307000.0,-8251000.0,-13.0554,-2.0617,-1.1009,0.0,58.0129,56.054,0.0,0.812,-10025000.0,-13633000.0,0.6234,0.3222
ECOM,Technology,-35.70102231757193,0,84901000.0,0.2485,0.7147,-34008000.0,-34514000.0,-0.4065,-0.3686,-0.4711,0.0,6.3265,5.5375,0.0215,3.2260000000000004,-21535000.0,-28352000.0,0.0728,-0.6732
INPX,Technology,-72.05882352941177,0,62949000.0,0.2447,0.2977,-7706000.0,-7536000.0,-0.1197,-0.2445,5.0073,0.0,0.637,0.6605,0.1556,0.887,-4537000.0,-5825000.0,-0.2,-0.7678
LN,Technology,-20.0000029802322,0,723644098.9328,0.9215,1.0,53568847.1751,35129085.3221,0.0485,0.3367,-0.0019,0.249,0.0001,,2.0742,0.006,155968110.6899,113980427.1948,5.4662,5.8396
HSTM,Technology,-23.237959474736552,0,170690000.0,0.2904,0.5656,16375000.0,10394000.0,0.0609,0.0619,0.0973,77.5789,4.7728,4.0641,0.0,2.26,34256000.0,24054000.0,0.2333,0.2347
KVHI,Technology,-24.0322551121944,0,172591000.0,0.0635,0.4256,1922000.0,41000.0,0.0002,0.0004,0.0004,0.0,1.1662,1.2883,0.6082,2.367,10370000.0,5252000.0,-1.0,-0.991
TTGT,Technology,-26.19485617180232,0,106203000.0,0.2001,0.7359,7459000.0,4081000.0,0.0384,0.0262,0.0884,94.75,3.5301,3.297,0.0,3.236,18217000.0,14370000.0,3.4,3.2216
VHC,Technology,-53.94265289638413,0,1249000.0,-0.4315,1.0,-12165000.0,-9902000.0,-7.9279,-0.3035,-0.3303,0.0,228.5524,195.5427,0.0,3.5010000000000003,1967000.0,1932000.0,0.6481,0.6413
CNXN,Technology,-4.331828864783248,0,2463339000.0,0.1088,0.1313,71454000.0,42681000.0,0.0173,0.1206,0.1328,15.0613,0.2621,0.2374,0.0,2.782,35398000.0,27802000.0,0.1926,0.1961
TCX,Technology,10.70304812532942,1,146508710.0,0.1276,0.2689,9992815.0,6374096.0,0.0435,0.1788,0.9745,34.0526,1.4974,1.4409999999999998,0.0,1.071,8877344.0,8165688.0,0.4595,0.5247
DGII,Technology,22.894166664778552,1,183173000.0,-0.0625,0.4934,4389000.0,1751000.0,0.0096,0.0066,0.0126,107.1429,1.0174,0.5785,0.0,6.789,1809000.0,-1612000.0,-0.6818,-0.6984
NTIP,Technology,-9.13044033569199,0,12309000.0,0.5354,0.7148,2723000.0,1766000.0,0.1435,0.0656,0.098,31.4286,4.3743,2.8518,0.0,9.151,5762000.0,5762000.0,0.75,0.7382
FICO,Technology,30.616334441703,1,788985000.0,0.0613,0.684,161868000.0,94879000.0,0.1203,0.2087,-5.8567,19.6786,2.2452,2.804,1.2009999999999998,0.845,175034000.0,162444000.0,0.0968,0.0531
CEVA,Technology,28.989507581789542,1,50808000.0,0.039,0.9016,1462000.0,-819000.0,-0.0161,-0.0046,-0.0085,0.0,7.2091,5.2125,0.0,5.69,9109000.0,7693000.0,-1.1333,-1.1225
DCAR,Technology,-77.43506396326826,0,15751092.0,-0.3642,0.1921,-4031637.0,-11058939.0,-0.7021,-2.1595,-14.0514,0.0,0.9452,0.8154,0.026,1.038,-1444571.0,-1082066.0,0.7129,-0.616
POWI,Technology,-4.963917673116755,0,348797000.0,0.0049,0.5435,55796000.0,59544000.0,0.1707,0.1383,0.1942,26.0,4.3797,3.8772,0.0,4.821000000000001,85562000.0,62491000.0,0.0266,0.0398
MIXT,Technology,-31.667952665079017,0,120047012.1779,-0.0539,0.6681,16189747.9468,14310299.2542,0.1192,0.0907,0.0166,21.7514,6.5292,,0.0189,0.3806,25126876.239,17702350.6089,-0.0826,0.0285
LPTH,Technology,217.9775246284387,1,11834116.0,0.0043,0.4554,-376415.0,-313249.0,-0.0265,-0.0429,-0.0382,0.0,1.6426,1.5565,0.0243,3.029,-88777.0,-2071090.0,-2.0,-2.4548
ESE,Technology,0.555528014130812,1,531120000.0,0.0837,0.3901,63774000.0,410000.0,0.0008,0.0007,0.0018,3478.0,1.7225,1.7316,0.0689,2.012,43442000.0,22099000.0,1.0208,1.016
IMOS,Technology,-16.071941932279305,0,20828959000.0,,0.2455,3650811000.0,3214183000.0,0.1543,,,0.2371,0.5893,,,,5599957000.0,2484911000.0,,
CAMT,Technology,-28.618433135128345,0,88313000.0,0.034,0.4645,5136000.0,3337000.0,0.0378,0.0508,0.0515,27.3636,1.019,,0.0,3.01,5953000.0,5390000.0,0.0,475.7143
PLUS,Technology,36.704779342525576,1,1057536000.0,0.0757,0.2051,62046000.0,35273000.0,0.0334,0.1324,0.1865,12.644,0.4252,0.3527,0.0134,1.742,-8223000.0,-14037000.0,0.0116,0.0127
RFIL,Technology,15.941434289176495,1,23115000.0,-0.3689,0.4522,2266000.0,1439000.0,0.0623,0.0557,0.0657,25.1667,1.6188,0.9821,0.0,9.923,4494000.0,4346000.0,-0.6279,-0.6005
PRFT,Technology,-7.659115459399402,0,456692000.0,0.2233,0.327,37500000.0,23163000.0,0.0507,0.076,0.275,25.5205,1.4043,1.4986,0.1772,2.385,34033000.0,26885000.0,0.0448,0.0808
AMSC,Technology,-22.317072759420643,0,84117000.0,-0.0378,0.1338,-41429000.0,-56258000.0,-0.6688,-0.5011,-0.5624,0.0,1.3042,0.8667,0.1124,1.741,-13267000.0,-13491000.0,0.2793,0.1493
RENN,Technology,36.802977446077904,1,46668000.0,-0.2714,0.2572,-162265000.0,60460000.0,1.2955,0.0548,0.0797,69.7222,294.6464,,0.0,16.576,56439000.0,48797000.0,0.0,-0.0514
NVMI,Technology,-5.222436691336763,0,120618000.0,0.0817,0.5274,16911000.0,18652000.0,0.1546,0.1299,0.1314,15.2794,2.3499,,0.0,5.797999999999999,33543000.0,28309000.0,0.7632,0.7738
ALLT,Technology,-36.6013074271904,0,117186000.0,0.2138,0.7036,-3107000.0,-2497000.0,-0.0213,-0.0143,-0.0173,0.0,2.5755,,0.0,5.121,15835000.0,12444000.0,0.6,0.6133
KBAL,Technology,9.348856267718263,1,543817000.0,0.0876,0.3066,1944000.0,33461000.0,0.0615,0.0758,0.0769,14.8322,0.9226,0.6719,0.0007,1.971,69871000.0,36218000.0,0.6226,0.6832
PRCP,Technology,-23.09970509528505,0,59612000.0,-0.0209,0.4168,2942000.0,2427000.0,0.0407,0.0387,0.0467,47.2222,1.9565,1.388,0.0,3.687,5061000.0,4383000.0,-0.6389,-0.6092
NTP,Technology,24.693277497119563,1,2341000.0,16.2132,0.5416,-12149000.0,-25588000.0,-10.9304,-0.0807,-0.0836,0.0,91.8605,,0.1262,6.515,-10360000.0,11048000.0,-59.0,-87.1549
AMOT,Technology,14.072713308544484,1,249682000.0,0.9895,0.2941,24150000.0,13860000.0,0.0555,0.2477,0.1929,15.5855,0.8753,1.1225,1.3377,1.969,20186000.0,16140000.0,2.3556,2.5062
NTWK,Technology,85.20286689517674,1,36384803.0,-0.2701,0.2381,-13089833.0,-11356047.0,-0.3121,-0.1813,-0.2706,0.0,0.9758,0.7926,0.1169,1.838,18634902.0,5487407.0,-2.3158,-2.4442
TNAV,Technology,-14.5645617479791,0,150313000.0,-0.2163,0.5952,-34827000.0,-29524000.0,-0.1964,-0.1534,-0.1822,0.0,1.4823,0.5319,0.0,5.704,-22553000.0,-23606000.0,-3.4516,-3.2594
ALOT,Technology,-6.6902977056348005,0,68592000.0,0.1203,0.3934,1533000.0,3212000.0,0.0468,0.0482,0.0512,31.7674,1.4962,1.0676,0.0,6.574,-4462000.0,-5590000.0,-0.7083,-0.7017
NETE,Technology,-83.89830508474577,0,21236704.0,0.1327,0.2501,-7490011.0,-10185516.0,-0.4796,-1.953,15.271,0.0,2.4275,2.5599,0.6356,0.8690000000000001,2254025.0,1503089.0,0.8345,0.7892
PCYG,Technology,32.77591407873096,1,11928416.0,0.0539,0.5735,-2592725.0,-2490145.0,-0.2088,-0.2345,-1.7853,0.0,15.4462,15.3202,0.1741,1.113,-92534.0,-545259.0,-2.8,-3.7517
RNET,Technology,-48.95139117392159,0,330174000.0,0.496,0.43,34084000.0,15635000.0,0.0474,0.1102,0.0846,45.5889,2.1889,2.2445,0.6067,2.978,43763000.0,4344000.0,-0.0645,-0.0429
PCOM,Technology,-28.96296183268229,0,254989000.0,0.26,0.1555,6905000.0,4684000.0,0.0184,0.1136,0.6836,42.6333,0.7704,,0.0,1.115,-7619000.0,-10267000.0,0.3043,0.2989
DAIO,Technology,-25.22254995541502,0,21924000.0,0.1713,0.5394,1107000.0,1099000.0,0.0501,0.0792,0.0786,24.1429,1.2119,0.7849,0.0,3.475,739000.0,-663000.0,1.4242,1.4266
HEAR,Technology,-37.57764060235787,0,186176000.0,329.7432,0.2721,-13825000.0,-15486000.0,-0.0832,-0.118,-0.4367,0.0,0.7201,0.917,0.3396,1.3230000000000002,-14834000.0,-18370000.0,0.6638,-1.0189
MTSC,Technology,-11.09745619975751,0,564328000.0,-0.009,0.3963,60256000.0,42009000.0,0.0744,0.1627,0.183,24.8152,1.8373,1.8366,0.2324,1.729,64669000.0,44631000.0,-0.25,-0.2733
